# VERTIKAAL 12 M.C.ECOS 8 VERTIKAAL
* 02-04-2025 09:46:21
#X: 55190 - Y: 421380
#00 DONARLOCATIE: GTS-09
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1026>
## WINDSHD    m/s <-->
## WINDRTG    gradn <-->
## BEWKGD     /8 <0>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  55190  421380 20250402 94629    0.91   13.14    9.32   8.52 10.4     109   31.25    3998   28.63   16201    0.43    0.73
  55190  421380 20250402 94713    2.05   14.61    9.32   8.52 10.4     109   31.25    3998   28.63   16201    1.26    0.70
  55190  421380 20250402 94725    3.12   14.90    9.31   8.52 10.4     109   31.24    3998   28.63   16199    1.25    0.77
  55190  421380 20250402 94743    4.03   15.04    9.32   8.52 10.4     109   31.24    3998   28.63   16199    1.52    0.74
  55190  421380 20250402 94757    5.07   14.13    9.32   8.52 10.4     109   31.25    3998   28.63   16200    1.72    0.71
  55190  421380 20250402 94810    6.02   13.55    9.32   8.52 10.4     109   31.25    3998   28.63   16200    1.52    0.80
  55190  421380 20250402 94826    7.01   13.00    9.32   8.52 10.5     109   31.24    3998   28.63   16199    1.89    0.71
  55190  421380 20250402 94839    8.01   12.25    9.31   8.51 10.5     109   31.24    3999   28.64   16202    1.65    0.73
  55190  421380 20250402 94853    9.05   11.64    9.31   8.51 10.4     109   31.24    3998   28.63   16201    1.38    0.71
  55190  421380 20250402 94906   10.09   10.36    9.31   8.51 10.4     108   31.24    3999   28.64   16203    1.56    0.75
  55190  421380 20250402 94923   11.14    9.39    9.27   8.51 10.4     108   31.24    4002   28.66   16217    1.68    0.88
  55190  421380 20250402 94942   12.04    8.08    9.07   8.49 10.4     108   31.18    4015   28.76   16277    1.76    0.84
  55190  421380 20250402 95024   13.09    7.19    8.45   8.42 10.1     103   30.89    4040   28.97   16396    2.12    0.88
  55190  421380 20250402 95045   13.98    6.18    8.12   8.40 10.1     102   30.75    4056   29.10   16472    2.67    0.92
  55190  421380 20250402 95123   15.00    5.16    7.88   8.37 9.99     100   30.61    4064   29.16   16507    4.03    0.99
  55190  421380 20250402 95208   16.04    4.16    7.59   8.35 9.83      98   30.37    4062   29.15   16501    2.81    1.06
  55190  421380 20250402 95222   16.98    3.19    7.52   8.35 9.80      98   30.33    4063   29.15   16504    2.68    1.10
  55190  421380 20250402 95425   18.08    1.35    7.33   8.29 9.02      90   30.16    4061   29.14   16497    2.88    1.16
  55190  421380 20250402 95541   18.94    0.00    7.09   8.10 7.41      73   29.83    4041   28.98   16408   18.51  119.57
