# VERTIKAAL 1 M.C.ECOS 8 VERTIKAAL
* 29-04-2024 10:04:42
#X: 33900 - Y: 398898
#06 PROJECTCODE: VTS
#00 DONARLOCATIE: VTS-03
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
#21 MEETGEBIED: VEERSE MEER
#22 STARTPUNT: vts-03
#23 EINDPUNT: vts-17
#51 OPDRACHTGEVER: ZLXXAXAMDBG
#52 BEHEERDER: ZLXXRWMVSGN
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1019>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <0>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  33900  398898 20240429 100553    0.95    0.96   11.60   8.27 10.1     108   28.15    3405   23.97   13512    1.31    0.57
  33895  398932 20240429 100628    2.08    2.08   11.61   8.28 10.1     108   28.17    3406   23.98   13516    1.46    0.54
  33888  398935 20240429 100656    3.04    3.04   11.61   8.28 10.2     109   28.17    3406   23.98   13516    1.51    0.52
  33884  398927 20240429 100740    4.03    4.03   11.60   8.29 10.3     110   28.24    3416   24.06   13558    1.69    0.51
  33883  398923 20240429 100806    4.94    4.95   11.51   8.28 10.3     110   28.26    3426   24.14   13605    1.40    0.45
  33886  398922 20240429 100850    6.00    6.00   11.44   8.28 10.4     110   28.25    3430   24.17   13625    1.31    0.48
  33886  398920 20240429 100916    6.96    6.97   11.35   8.28 10.3     110   28.24    3436   24.22   13652    1.18    0.44
  33885  398931 20240429 101001    7.92    7.93   11.30   8.27 10.2     109   28.23    3440   24.25   13668    1.37    0.45
  33882  398939 20240429 101023    8.94    8.96   11.22   8.27 10.2     108   28.22    3445   24.29   13692    1.15    0.51
  33877  398933 20240429 101121   10.05   10.06   11.06   8.26 10.0     106   28.19    3454   24.36   13732    0.95    0.55
  33879  398927 20240429 101138   10.99   11.00   11.01   8.26 10.0     106   28.17    3456   24.37   13741    0.85    0.50
  33881  398922 20240429 101206   12.07   12.07   10.89   8.26 10.0     106   28.13    3461   24.41   13765    0.77    0.57
  33881  398922 20240429 101231   13.05   13.04   10.77   8.25 9.99     105   28.08    3466   24.45   13787    0.67    0.56
  33881  398928 20240429 101252   14.03   14.03   10.75   8.25 9.93     104   28.07    3467   24.46   13790    0.66    0.45
  33879  398930 20240429 101322   15.06   15.08   10.69   8.25 9.87     103   28.05    3469   24.47   13801    0.59    0.40
  33882  398926 20240429 101341   16.00   16.01   10.67   8.25 9.84     103   28.04    3470   24.48   13806    0.54    0.46
  33885  398923 20240429 101426   17.05   17.06   10.62   8.24 9.74     102   28.03    3472   24.50   13817    0.58    0.53
  33886  398921 20240429 101458   17.93   17.91   10.60   8.24 9.66     101   28.02    3473   24.50   13818    0.50    0.56
  33885  398919 20240429 101515   18.96   18.95   10.60   8.24 9.64     101   28.02    3472   24.50   13817    0.43    0.48
  33877  398913 20240429 101548   20.03   20.02   10.59   8.24 9.66     101   28.02    3473   24.51   13819    0.48    0.50
