# VERTIKAAL 17 Delta
* 09-07-2025 11:39:53
#X: 49727 - Y: 418251
#00 DONARLOCATIE: GTS-04
#08 WAARNEMER(S): bernaards
@ par1.dat

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH  GELDHD  SALNTT     CL- CHLFRFU    TURBID  PHYCOUGL
  49727  418251 20250709 114008    0.92    --   20.32   8.04 8.30     109   39.83    3956   28.26   15949    1.38      1.35     -0.85
  49727  418251 20250709 114044    1.92    --   20.28   8.04 8.29     109   41.51    4127   29.62   16733    2.85      1.49     -0.88
  49727  418251 20250709 114120    3.06    --   20.11   8.01 7.79     103   42.46    4236   30.49   17240    3.18      1.50     -0.83
  49727  418251 20250709 114134    4.09    --   20.04   8.01 7.76     102   42.45    4241   30.53   17263    2.64      1.44     -0.88
  49727  418251 20250709 114201    5.06    --   20.00   8.00 7.55      99   42.43    4243   30.55   17272    2.60      1.40     -0.89
  49727  418251 20250709 114222    5.98    --   19.99   7.99 7.39      97   42.44    4245   30.57   17282    2.43      1.35     -0.96
  49727  418251 20250709 114246    7.04    --   19.95   7.96 7.01      92   42.43    4248   30.59   17296    1.95      1.40     -0.84
  49727  418251 20250709 114300    8.08    --   19.93   7.96 6.93      91   42.43    4250   30.60   17304    1.80      1.51     -0.90
  49727  418251 20250709 114314    9.00    --   19.94   7.95 6.87      90   42.49    4254   30.64   17326    1.82      1.47     -0.99
  49727  418251 20250709 114403    9.98    --   19.94   7.88 5.83      77   43.04    4309   31.09   17583    0.77      2.43     -1.17
  49727  418251 20250709 114428   11.00    --   19.90   7.86 5.45      72   43.18    4327   31.23   17666    0.54      2.28     -1.15
  49727  418251 20250709 114448   11.98    --   19.83   7.85 5.28      70   43.15    4331   31.26   17685    0.61      2.21     -1.00
  49727  418251 20250709 114502   13.04    --   19.81   7.85 5.22      69   43.13    4330   31.25   17679    0.73      2.37     -1.06
  49727  418251 20250709 114516   13.99    --   19.79   7.85 5.20      69   43.12    4331   31.26   17683    0.60      2.46     -1.03
  49727  418251 20250709 114548   15.07    --   19.34   7.83 4.88      64   42.74    4335   31.29   17703    0.86      2.97     -1.13
  49727  418251 20250709 114723   16.01    --   17.61   7.67 2.37      30   40.95    4311   31.10   17604    0.47      2.59     -1.01
  49727  418251 20250709 114853   17.04    --   14.54   7.53 0.47       6   37.71    4255   30.66   17360    0.72      2.11     -1.01
  49727  418251 20250709 114913   18.05    --   14.02   7.53 0.29       3   37.19    4247   30.60   17323    0.09      2.33     -1.03
  49727  418251 20250709 114929   19.05    --   13.95   7.53 0.23       3   37.11    4245   30.58   17314    0.15      2.25     -1.04
  49727  418251 20250709 114942   20.08    --   13.65   7.53 0.20       2   36.81    4240   30.54   17294    0.15      2.27     -1.19
  49727  418251 20250709 115001   21.07    --   13.44   7.54 0.19       2   36.68    4247   30.59   17325    0.07      2.32     -1.02
  49727  418251 20250709 115014   22.02    --   13.19   7.54 0.17       2   36.35    4233   30.49   17262    0.07      2.01     -1.01
  49727  418251 20250709 115028   23.02    --   13.04   7.53 0.15       2   36.22    4233   30.49   17265    0.07      1.87     -0.91
  49727  418251 20250709 115047   23.89    --   13.01   7.53 0.15       2   36.18    4231   30.47   17255    0.04      2.59     -0.94
