# VTK  12 Delta
* 03-06-2025 11:47:25
#X: 55125 - Y: 421268
#00 DONARLOCATIE: GTS-09
#08 WAARNEMER(S): Hartman
@ par1.dat

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH  GELDHD  SALNTT     CL- CHLFRFU TROEBHFNU PHYCOUG
  55125  421268 20250603 114737    0.99    0.84   17.00   8.09 7.99      99   38.90    4151   29.82   16865    0.48      1.47    7.98
  55125  421268 20250603 114747    0.99    0.00   16.99   8.09 7.99      99   38.88    4151   29.82   16864    0.45      1.37    7.98
  55125  421268 20250603 114813    2.03    0.66   16.99   8.09 8.00      99   38.88    4150   29.82   16860    0.40      1.41    7.98
  55125  421268 20250603 114835    2.95   17.99   16.98   8.09 7.99      99   38.89    4152   29.83   16868    0.56      1.41    7.97
  55125  421268 20250603 114859    3.95   17.83   16.97   8.10 7.99      99   38.87    4151   29.82   16865    0.52      1.40    7.98
  55125  421268 20250603 114929    5.04   16.80   16.95   8.10 8.00      99   38.86    4152   29.83   16867    0.63      1.35    7.98
  55125  421268 20250603 114948    5.98   15.33   16.94   8.10 8.00      99   38.85    4152   29.83   16867    0.66      1.41    7.99
  55125  421268 20250603 115004    7.01   14.57   16.94   8.10 8.01      99   38.85    4152   29.83   16867    0.63      1.40    8.00
  55125  421268 20250603 115019    7.99   13.43   16.94   8.11 8.01      99   38.85    4152   29.83   16869    0.65      1.31    8.00
  55125  421268 20250603 115038    9.04   12.74   16.94   8.11 8.04      99   38.85    4152   29.83   16869    0.63      1.43    8.03
  55125  421268 20250603 115054   10.00   11.76   16.94   8.11 8.07     100   38.86    4152   29.83   16869    0.62      1.44    8.05
  55125  421268 20250603 115112   10.99   10.85   16.92   8.13 8.11     100   38.84    4153   29.83   16871    0.59      1.35    8.10
  55125  421268 20250603 115304   11.99    9.25   16.91   8.14 8.16     101   38.84    4153   29.84   16874    0.59      1.37    8.15
  55125  421268 20250603 115348   12.95    8.97   16.59   8.07 7.15      88   38.61    4158   29.88   16898    0.31      1.32    7.14
  55125  421268 20250603 115426   13.99    8.46   16.61   8.07 7.14      88   38.62    4157   29.87   16895    0.32      1.30    7.12
  55125  421268 20250603 115501   15.02    6.57   16.32   8.05 6.87      84   38.38    4159   29.89   16904    0.31      1.42    6.86
  55125  421268 20250603 115537   16.02    5.86   16.32   8.05 6.79      83   38.38    4158   29.88   16901    0.18      1.41    6.78
  55125  421268 20250603 115552   16.98    5.01   16.28   8.05 6.76      82   38.35    4160   29.89   16909    0.24      1.61    6.75
  55125  421268 20250603 115615   18.02    4.06   16.12   8.04 6.57      80   38.22    4160   29.89   16908    0.22      1.61    6.56
  55125  421268 20250603 115630   19.01    3.03   15.84   8.02 6.50      79   38.09    4173   30.00   16969    0.23      1.40    6.49
  55125  421268 20250603 115646   20.01    2.12   15.84   8.01 6.39      77   38.07    4170   29.98   16959    0.28      1.57    6.38
  55125  421268 20250603 115722   20.99    1.02   15.27   7.96 5.74      69   37.83    4198   30.20   17089    0.17      1.95    5.73
