#	VERTIKAAL	17	Roompot													
*	18-9-2025	10:47:34														
#X:	51596	-	Y:	418655												
#00	DONARLOCATIE:	GTS-06														
#08	WAARNEMER(S):	bernaards														
@	par3.dat															
##	LUCHTDK	hPa	<1020>													
																
~	X	Y	DATUM	TIJD	SENSHTE	Echms	T	pH	O2	%O2	GELBH	GELDHD	SALNTT	CL-	CHLFRFU	TROEBHFNU
	51596	418655	20250918	104744	1.07	33.54	16.90	7.86	7.78	96	40.56	4338	31.32	17733	0.23	1.32
	51596	418655	20250918	104807	2.08	32.39	16.88	7.86	7.77	96	40.55	4339	31.33	17737	0.23	1.10
	51596	418655	20250918	104821	3.05	32.39	16.89	7.86	7.77	96	40.55	4339	31.33	17733	0.23	1.23
	51596	418655	20250918	104838	4.07	30.42	16.89	7.86	7.77	96	40.55	4339	31.33	17733	0.28	1.16
	51596	418655	20250918	104851	5.08	29.70	16.89	7.86	7.77	96	40.55	4339	31.33	17733	0.27	1.27
	51596	418655	20250918	104911	5.98	26.64	16.89	7.86	7.76	96	40.55	4339	31.33	17733	0.28	1.15
	51596	418655	20250918	104934	7.09	28.24	16.89	7.86	7.77	96	40.55	4339	31.33	17733	0.18	1.16
	51596	418655	20250918	104952	8.01	27.34	16.91	7.86	7.75	96	40.59	4340	31.34	17744	0.22	1.25
	51596	418655	20250918	105006	8.99	26.69	16.91	7.86	7.74	96	40.59	4340	31.34	17744	0.19	1.22
	51596	418655	20250918	105021	10.02	24.69	16.92	7.86	7.74	96	40.60	4341	31.35	17744	0.22	1.33
	51596	418655	20250918	105034	11.04	24.99	16.92	7.86	7.73	96	40.60	4341	31.35	17744	0.30	1.22
	51596	418655	20250918	105049	11.99	23.95	16.93	7.86	7.73	96	40.62	4342	31.35	17749	0.40	1.36
	51596	418655	20250918	105101	13.00	23.10	16.93	7.86	7.71	96	40.63	4342	31.36	17754	0.25	1.44
	51596	418655	20250918	105114	14.03	21.98	16.94	7.85	7.70	96	40.64	4343	31.36	17755	0.29	1.26
	51596	418655	20250918	105132	15.03	21.98	16.96	7.85	7.68	95	40.67	4344	31.37	17761	0.20	1.34
	51596	418655	20250918	105147	16.00	20.09	16.95	7.85	7.67	95	40.66	4344	31.37	17760	0.22	1.21
	51596	418655	20250918	105200	17.12	19.07	16.96	7.85	7.66	95	40.68	4345	31.38	17766	0.15	1.40
	51596	418655	20250918	105214	17.91	18.74	16.95	7.85	7.65	95	40.66	4344	31.37	17760	0.26	1.41
	51596	418655	20250918	105243	18.98	16.88	16.96	7.85	7.64	95	40.68	4346	31.39	17766	0.23	1.41
	51596	418655	20250918	105318	20.04	15.59	17.09	7.84	7.32	91	40.97	4363	31.52	17851	0.24	1.48
	51596	418655	20250918	105345	20.97	14.47	17.34	7.81	6.62	83	41.52	4398	31.81	18009	0.22	1.48
	51596	418655	20250918	105410	22.09	15.39	17.41	7.81	6.30	79	41.77	4418	31.96	18101	0.20	2.02
	51596	418655	20250918	105424	23.11	13.32	17.39	7.81	6.25	78	41.76	4419	31.97	18105	0.33	1.71
	51596	418655	20250918	105441	23.96	11.99	17.38	7.81	6.22	78	41.76	4420	31.98	18110	0.23	1.72
	51596	418655	20250918	105624	25.05	11.24	17.38	7.80	6.08	76	41.78	4421	31.99	18120	0.28	1.88
	51596	418655	20250918	105640	25.97	10.39	17.38	7.80	6.08	76	41.78	4421	31.99	18120	0.31	1.73
	51596	418655	20250918	105654	27.00	10.01	17.36	7.81	6.12	77	41.76	4422	31.99	18119	0.26	2.70
	51596	418655	20250918	105709	27.98	9.01	17.36	7.81	6.16	77	41.76	4421	31.99	18119	0.27	1.95
	51596	418655	20250918	105742	29.05	7.00	17.36	7.81	6.19	78	41.76	4422	32.00	18119	0.27	1.67
	51596	418655	20250918	105755	30.13	5.80	17.36	7.81	6.15	77	41.76	4422	32.00	18119	0.29	2.15
	51596	418655	20250918	105811	31.07	5.22	17.35	7.80	6.13	77	41.77	4423	32.00	18129	0.26	1.78
	51596	418655	20250918	105827	32.03	4.24	17.34	7.80	6.10	77	41.77	4424	32.01	18133	0.24	1.83
	51596	418655	20250918	105840	33.14	3.37	17.33	7.81	6.09	76	41.76	4425	32.02	18133	0.29	1.90
	51596	418655	20250918	105900	33.96	2.49	17.34	7.81	6.11	77	41.77	4424	32.01	18133	0.17	2.09
	51596	418655	20250918	105920	35.02	1.92	17.34	7.81	6.11	77	41.76	4424	32.01	18128	0.23	2.01
	51596	418655	20250918	105935	36.10	0.81	17.31	7.81	6.12	77	41.75	4425	32.02	18137	0.22	1.86
