#	VERTIKAAL	15	Roompot													
*	2-9-2025	11:10:08														
#X:	51676	-	Y:	418701												
#00	DONARLOCATIE:	GTS-06														
#08	WAARNEMER(S):	bernaards														
@	par1.dat															
																
~	X	Y	DATUM	TIJD	SENSHTE	Echms	T	pH	O2	%O2	GELBH	GELDHD	SALNTT	CL-	CHLFRFU	TROEBHFNU
	51676	418701	20250902	111039	0.97	34.82	19.52	7.9	7.29	96	42.77	4321	31.18	17638	0.66	1.08
	51676	418701	20250902	111117	2.03	33.94	19.52	7.9	7.24	96	42.76	4320	31.17	17633	0.8	0.97
	51676	418701	20250902	111132	3.04	33.01	19.5	7.9	7.24	96	42.75	4320	31.17	17637	0.88	1.19
	51676	418701	20250902	111145	4.08	32.06	19.51	7.9	7.23	96	42.75	4320	31.17	17633	0.86	1.05
	51676	418701	20250902	111159	5.1	31.5	19.48	7.9	7.22	95	42.73	4320	31.17	17636	0.95	1.21
	51676	418701	20250902	111229	5.88	30.93	19.49	7.9	7.21	95	42.73	4320	31.17	17632	0.92	1.21
	51676	418701	20250902	111248	7.04	29.89	19.47	7.9	7.21	95	42.71	4320	31.17	17631	1.21	1.27
	51676	418701	20250902	111303	8.07	28.84	19.46	7.9	7.23	95	42.7	4319	31.17	17631	1.19	1.31
	51676	418701	20250902	111316	9.03	27.64	19.45	7.9	7.24	96	42.68	4318	31.16	17626	0.97	1.3
	51676	418701	20250902	111331	10.09	26.72	19.45	7.9	7.25	96	42.68	4319	31.16	17626	1.06	1.16
	51676	418701	20250902	111344	10.93	25.85	19.45	7.9	7.25	96	42.68	4319	31.16	17626	1.04	1.25
	51676	418701	20250902	111359	12.05	24.91	19.44	7.9	7.24	96	42.69	4319	31.17	17635	1.35	1.25
	51676	418701	20250902	111440	13.03	23.58	19.37	7.86	6.59	87	42.67	4325	31.21	17656	0.7	1.17
	51676	418701	20250902	111522	14.08	22.09	19.3	7.83	6.09	80	42.63	4327	31.23	17668	0.69	1.25
	51676	418701	20250902	111600	15.05	21.04	19.11	7.78	5.19	68	42.51	4333	31.27	17694	0.67	1.47
	51676	418701	20250902	111642	15.99	19.93	19.31	7.85	5.97	79	42.83	4346	31.38	17758	0.6	1.3
	51676	418701	20250902	111656	17.06	18.55	19.29	7.84	5.93	78	42.84	4349	31.41	17771	0.6	1.36
	51676	418701	20250902	111738	18.06	17.1	19.05	7.79	5.2	68	42.55	4342	31.35	17739	0.51	1.6
	51676	418701	20250902	111809	18.99	17.16	18.86	7.75	4.66	61	42.38	4342	31.35	17742	0.32	1.72
	51676	418701	20250902	111838	20.02	17.09	18.62	7.7	3.95	51	42.09	4335	31.29	17710	0.44	1.89
	51676	418701	20250902	111941	21.03	16.13	16.93	7.54	0.45	6	40.26	4304	31.05	17570	0.16	7.93
	51676	418701	20250902	111956	21.95	14.92	16.18	7.54	0.34	4	39.45	4289	30.93	17503	0.1	2.77
	51676	418701	20250902	112010	23.08	13.92	15.65	7.5	0.28	3	38.95	4283	30.88	17490	0.03	1.23
	51676	418701	20250902	112024	24.1	13.04	15.54	7.5	0.25	3	38.83	4282	30.87	17479	0	0.9
	51676	418701	20250902	112039	25.01	12.03	15.32	7.48	0.23	3	38.66	4285	30.9	17492	0.11	0.81
	51676	418701	20250902	112053	26.08	10.58	15.04	7.47	0.21	3	38.37	4279	30.85	17471	0.09	0.8
	51676	418701	20250902	112111	27.16	9.52	14.98	7.47	0.19	2	38.28	4276	30.83	17452	0.08	0.73
	51676	418701	20250902	112125	28.05	8.28	14.71	7.44	0.17	2	38.03	4274	30.81	17446	0.11	0.78
	51676	418701	20250902	112140	29.05	7.31	14.52	7.42	0.16	2	37.85	4272	30.8	17440	0.13	0.85
	51676	418701	20250902	112230	30.02	5.91	14.34	7.38	0.14	2	37.68	4271	30.79	17434	0.09	0.88
	51676	418701	20250902	112244	30.98	4.88	14.23	7.37	0.13	2	37.56	4268	30.77	17422	0.11	0.97
	51676	418701	20250902	112258	32.14	3.56	14.14	7.36	0.13	2	37.47	4267	30.75	17417	0.07	0.96
	51676	418701	20250902	112312	32.94	2.58	13.98	7.34	0.12	1	37.32	4266	30.75	17412	0.06	1
	51676	418701	20250902	112327	33.95	1.64	13.89	7.33	0.12	1	37.22	4264	30.73	17400	0.05	0.93
	51676	418701	20250902	112347	34.93	0.75	13.83	7.32	0.12	1	37.16	4263	30.72	17396	0.06	1.01
