# VERTIKAAL 12 M.C.ECOS 8 VERTIKAAL
* 10-07-2024 11:29:18
#X: 48742 - Y: 418204
#00 DONARLOCATIE: SCHARDKDPPT
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1014>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <8>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  48742  418204 20240710 112926    1.06   43.19   18.59   8.08 8.40     106   37.35    3849   27.42   15470    2.50    0.00
  48737  418207 20240710 113012    2.00    0.00   18.59   8.08 8.40     106   37.35    3849   27.41   15468    2.94    0.00
  48733  418213 20240710 113106    3.04   37.77   18.33   8.01 7.63      96   37.18    3853   27.45   15491    2.79    0.00
  48732  418215 20240710 113127    3.98   40.27   18.33   8.01 7.57      95   37.17    3852   27.44   15486    1.90    0.00
  48731  418223 20240710 113219    5.04   39.06   18.33   8.01 7.30      91   37.15    3851   27.43   15478    1.99    0.00
  48735  418232 20240710 113325    6.07   37.73   18.18   7.96 6.93      87   37.07    3854   27.46   15497    1.43    0.00
  48739  418237 20240710 113405    6.92    0.00   18.15   7.95 6.78      85   37.05    3856   27.47   15502    1.39    0.00
  48746  418246 20240710 113520    8.03   35.94   18.05   7.91 6.33      79   37.05    3864   27.54   15542    1.78    0.00
  48752  418240 20240710 113543    8.90   37.01   18.05   7.91 6.24      78   37.06    3865   27.54   15546    1.26    0.00
  48763  418222 20240710 113640   10.01    0.00   18.04   7.89 5.64      70   37.16    3876   27.63   15598    1.22    0.00
  48768  418201 20240710 113718   11.07   27.47   17.81   7.85 4.91      61   37.44    3925   28.02   15820    0.71    0.00
  48769  418187 20240710 113845   12.05   29.65   17.50   7.81 3.80      47   37.68    3977   28.43   16060    0.79    0.00
  48758  418175 20240710 114046   13.06    0.00   17.05   7.76 2.66      33   37.66    4014   28.73   16234    0.52    0.00
  48749  418180 20240710 114228   14.04   26.37   16.43   7.70 1.41      17   37.35    4038   28.92   16344    0.44    0.00
  48744  418190 20240710 114354   15.04   23.87   13.59   7.63 0.13       1   35.51    4096   29.39   16629    0.22    0.00
  48745  418194 20240710 114422   15.99   29.28   12.06   7.59 0.07       1   34.49    4126   29.64   16775    0.22    0.00
  48745  418197 20240710 114445   17.02    0.00   11.24   7.59 0.05       1   33.98    4146   29.80   16868    0.19    0.00
  48748  418199 20240710 114515   18.00   26.75   11.04   7.58 0.03       0   33.81    4146   29.80   16873    0.15    0.00
  48751  418201 20240710 114537   18.99   25.29   10.93   7.59 0.02       0   33.74    4148   29.82   16882    0.19    0.00
  48753  418200 20240710 114556   19.95   25.24   10.88   7.58 0.02       0   33.70    4149   29.82   16884    0.24    0.00
  48756  418199 20240710 114615   21.08   28.64   10.77   7.58 0.01       0   33.63    4151   29.84   16895    0.13    0.00
  48759  418183 20240710 114643   22.05   22.28   10.73   7.58 0.00       0   33.60    4151   29.84   16898    0.20    0.00
  48760  418181 20240710 114659   23.06   21.24   10.71   7.58 -0.0      -0   33.60    4153   29.85   16903    0.14    0.00
  48761  418180 20240710 114716   24.05   20.23   10.70   7.58 -0.0      -0   33.58    4152   29.85   16900    0.16    0.00
  48761  418177 20240710 114731   25.03   19.12   10.69   7.58 -0.0      -0   33.58    4152   29.85   16902    0.16    0.00
  48761  418176 20240710 114745   25.99   18.19   10.69   7.58 -0.0      -0   33.57    4152   29.85   16902    0.19    0.00
  48761  418173 20240710 114808   27.07   17.16   10.67   7.58 -0.0      -0   33.56    4153   29.86   16904    0.20    0.00
  48761  418171 20240710 114823   28.06   16.05   10.66   7.58 -0.0      -0   33.56    4153   29.86   16906    0.20    0.00
  48760  418171 20240710 114842   29.02   15.18   10.65   7.58 -0.0      -0   33.55    4153   29.86   16907    0.21    0.00
  48759  418170 20240710 114855   30.00   14.13   10.65   7.58 -0.0      -0   33.55    4153   29.86   16907    0.21    0.00
  48758  418170 20240710 114914   31.00   13.19   10.64   7.58 -0.0      -0   33.54    4153   29.86   16907    0.20    0.00
  48757  418171 20240710 114935   32.01   13.29   10.63   7.58 -0.0      -0   33.54    4154   29.86   16908    0.15    0.00
  48756  418171 20240710 114949   33.02   11.44   10.63   7.58 -0.0      -0   33.53    4154   29.86   16909    0.19    0.00
  48754  418171 20240710 115004   34.04   10.29   10.62   7.58 -0.0      -0   33.53    4154   29.86   16909    0.22    0.00
  48754  418172 20240710 115019   35.02    9.95   10.62   7.58 -0.0      -0   33.53    4154   29.87   16910    0.17    0.00
  48753  418173 20240710 115036   36.05    8.60   10.62   7.58 -0.0      -0   33.53    4154   29.87   16910    0.20    0.00
  48752  418174 20240710 115054   37.04    7.51   10.61   7.58 -0.0      -0   33.53    4154   29.87   16911    0.29    0.00
  48752  418175 20240710 115109   37.99    6.85   10.61   7.58 -0.0      -0   33.53    4155   29.87   16913    0.21    0.00
  48752  418176 20240710 115130   38.99    5.79   10.60   7.58 -0.0      -0   33.52    4155   29.87   16913    0.19    0.00
  48752  418176 20240710 115145   40.09    4.58   10.60   7.57 -0.0      -0   33.52    4155   29.87   16913    0.20    0.00
  48753  418176 20240710 115202   40.95    4.26   10.60   7.57 -0.0      -0   33.52    4155   29.87   16914    0.19    0.00
  48753  418176 20240710 115226   42.06    2.48   10.60   7.57 -0.0      -0   33.52    4155   29.87   16913    0.23    0.00
