# VERTIKAAL 8 M.C.ECOS 8 VERTIKAAL
* 29-04-2025 10:37:47
#X: 40120 - Y: 395990
#00 DONARLOCATIE: VTS-10
#01 MEETPUNT: 1
#08 WAARNEMER(S): Hartman
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1028>
## WINDSHD    m/s <-->
## WINDRTG    gradn <-->
## BEWKGD     /8 <1>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  40120  395990 20250429 103755    0.99   22.68   16.09   8.52 9.74     115   34.92    3804   27.07   15278    1.23    0.61
  40120  395990 20250429 103830    2.05   21.65   16.09   8.52 9.74     115   34.93    3804   27.07   15280    1.20    0.67
  40120  395990 20250429 103846    3.06   20.68   16.02   8.52 9.72     114   34.92    3809   27.11   15303    1.43    0.66
  40120  395990 20250429 103919    4.00   19.68   15.13   8.47 9.72     113   35.10    3908   27.89   15756    3.08    0.70
  40120  395990 20250429 103949    5.02   18.67   14.48   8.46 9.79     113   35.32    3991   28.55   16140    4.00    0.64
  40120  395990 20250429 104114    6.02   17.70   13.69   8.41 9.28     106   35.59    4095   29.39   16625    2.31    0.63
  40120  395990 20250429 104216    6.99   16.71   13.63   8.40 9.14     104   35.50    4092   29.36   16608    1.81    0.67
  40120  395990 20250429 104309    8.04   15.71   13.48   8.39 9.00     102   35.44    4099   29.41   16640    1.28    0.64
  40120  395990 20250429 104411    9.01   14.78   13.32   8.38 8.68      98   35.37    4106   29.48   16676    0.85    0.68
  40120  395990 20250429 104446   10.02   13.78   13.20   8.37 8.53      96   35.28    4107   29.48   16679    0.67    0.68
  40120  395990 20250429 104509   11.02   12.84   13.17   8.37 8.48      96   35.24    4105   29.47   16671    0.66    0.86
  40120  395990 20250429 104619   12.02   11.98   12.81   8.35 8.10      91   34.95    4107   29.48   16684    0.27    0.79
  40120  395990 20250429 104634   13.02   11.15   12.76   8.35 8.07      90   34.89    4104   29.46   16671    0.31    0.62
  40120  395990 20250429 104656   13.97   10.15   12.71   8.34 8.01      89   34.85    4105   29.47   16675    0.27    0.68
  40120  395990 20250429 104722   14.99    8.93   12.64   8.34 7.94      89   34.81    4107   29.48   16683    0.12    0.71
  40120  395990 20250429 104744   16.02    7.96   12.61   8.34 7.89      88   34.77    4105   29.47   16676    0.09    0.85
  40120  395990 20250429 104808   17.09    6.94   12.59   8.34 7.83      87   34.75    4105   29.47   16674    0.21    0.80
  40120  395990 20250429 104823   18.06    5.94   12.58   8.34 7.81      87   34.74    4104   29.46   16672    0.13    0.86
  40120  395990 20250429 104837   18.91    4.94   12.56   8.34 7.80      87   34.73    4105   29.47   16674    0.10    0.85
  40120  395990 20250429 104851   20.03    3.95   12.54   8.34 7.79      87   34.72    4105   29.47   16676    0.15    0.79
  40120  395990 20250429 104906   20.99    2.94   12.51   8.33 7.76      86   34.69    4105   29.46   16673    0.05    0.76
  40120  395990 20250429 104922   21.99    1.94   12.51   8.33 7.74      86   34.69    4104   29.46   16672    0.14    0.69
  40120  395990 20250429 104937   23.08    0.96   12.51   8.33 7.73      86   34.69    4104   29.46   16672    0.17    0.79
