# VERTIKAAL 6 M.C.ECOS 8 VERTIKAAL
* 02-05-2025 10:19:37
#X: 62300 - Y: 412250
#00 DONARLOCATIE: GTS-15
#01 MEETPUNT: 1
#08 WAARNEMER(S): Hartman
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1014>
## WINDSHD    m/s <-->
## WINDRTG    gradn <-->
## BEWKGD     /8 <3>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  62300  412250 20250502 101945    1.01   17.04   19.17   8.50 11.2     144   39.63    4034   28.88   16312    0.81    0.58
  62300  412250 20250502 102036    1.99   16.00   18.88   8.49 11.0     141   39.35    4031   28.86   16301    1.17    0.68
  62300  412250 20250502 102141    3.01   10.79   17.22   8.46 10.6     132   37.95    4030   28.86   16307    0.94    0.65
  62300  412250 20250502 102238    3.98   13.79   15.72   8.40 9.97     120   36.82    4044   28.97   16378    0.87    0.65
  62300  412250 20250502 102355    5.03   12.68   14.77   8.31 9.24     109   36.02    4043   28.97   16377    1.19    0.67
  62300  412250 20250502 102439    6.03   11.68   14.12   8.25 9.38     109   35.83    4082   29.28   16562    1.78    0.51
  62300  412250 20250502 102527    7.01   10.66   13.50   8.22 8.74     100   35.22    4072   29.20   16516    2.50    0.65
  62300  412250 20250502 102710    7.99    9.64   12.36   8.18 7.60      85   34.25    4067   29.17   16503    2.38    0.52
  62300  412250 20250502 102817    8.97    8.66   12.27   8.19 7.24      81   34.23    4074   29.22   16533    2.08    0.67
  62300  412250 20250502 102906   10.06    7.60   11.37   8.12 6.67      73   33.53    4078   29.25   16554    0.77    0.57
  62300  412250 20250502 103011   10.98    6.60   10.90   8.09 6.29      68   33.14    4077   29.25   16553    1.27    0.75
  62300  412250 20250502 103055   11.99    5.59   10.76   8.09 6.14      67   33.04    4080   29.27   16567    3.17    0.78
  62300  412250 20250502 103132   13.02    4.68   10.75   8.08 6.00      65   33.05    4081   29.28   16572    0.97    0.86
  62300  412250 20250502 103201   14.04    3.69   10.73   8.08 5.87      64   33.04    4082   29.29   16578    0.47    0.77
  62300  412250 20250502 103258   14.99    2.70   10.47   8.05 5.48      59   32.81    4080   29.27   16568    0.26    1.05
  62300  412250 20250502 103423   16.00    1.64   10.31   8.01 4.82      52   32.67    4079   29.27   16564    0.28    1.34
  62300  412250 20250502 103526   17.04    0.00   10.24   7.98 4.37      47   32.63    4080   29.28   16571    0.23    1.66
